Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),CORE_TOP:Zone Total Internal Total Heating Rate [W](Hourly),CORE_TOP:Zone Mean Air Temperature [C](Hourly),PERIMETER_TOP_ZN_3:Zone Mean Air Temperature [C](Hourly),PERIMETER_TOP_ZN_2:Zone Mean Air Temperature [C](Hourly),PERIMETER_TOP_ZN_1:Zone Mean Air Temperature [C](Hourly),PERIMETER_TOP_ZN_4:Zone Mean Air Temperature [C](Hourly),CORE_TOP_LOTEMP:Zone Radiant HVAC Pump Electric Power [W](Hourly),PERI1_TOP_LOTEMP:Zone Radiant HVAC Pump Electric Power [W](Hourly),PERI2_TOP_LOTEMP:Zone Radiant HVAC Pump Electric Power [W](Hourly),PERI3_TOP_LOTEMP:Zone Radiant HVAC Pump Electric Power [W](Hourly),PERI4_TOP_LOTEMP:Zone Radiant HVAC Pump Electric Power [W](Hourly),HP_RADSYS:Heat Pump Electric Power [W](Hourly),HOT WATER LOOP HW SUPPLY PUMP2:Pump Electric Power [W](Hourly) 
 06/20  01:00:00,19.399999999999996,2170.31579314564,20.838570007346744,20.742104118804883,20.718087820158293,20.74061729282823,20.73867056523688,25.45246,0.0,0.0,0.0,0.0,0.0,0.0 
 06/20  02:00:00,19.715,2170.31579314564,20.749582936363035,20.6682448329263,20.649824301222155,20.66869063865554,20.674286738719539,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 06/20  03:00:00,19.4225,2170.31579314564,20.73732240981523,20.607999803412697,20.58495145652584,20.604355783560828,20.612643931308239,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 06/20  04:00:00,18.899999999999996,2170.31579314564,20.71880408315995,20.50642784938591,20.47922266529677,20.501418689386019,20.508444652972665,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 06/20  05:00:00,18.585,2170.31579314564,20.69877297670262,20.493315297419949,20.532989234061558,20.4613735788923,20.466490100189487,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 06/20  06:00:00,18.614999999999996,2170.31579314564,20.725324462298738,20.635297215155956,21.719155262861297,20.49671638345981,20.500444604188318,0.0,0.0,57.40899999999999,0.0,0.0,0.0,0.0 
 06/20  07:00:00,19.1625,4245.451607531921,20.090709516183016,20.270680580591568,22.494138625872535,20.216356280310515,20.042362443301298,0.0,0.0,67.53999999999999,0.0,0.0,0.0,0.0 
 06/20  08:00:00,20.2925,4245.451607531921,19.95369776011998,20.453921604972544,23.19697277245349,20.36080222971348,20.11079251424511,0.0,0.0,67.53999999999999,0.0,0.0,0.0,0.0 
 06/20  09:00:00,21.6775,7440.994871187625,20.251650310053326,20.875086835330455,23.70040369506191,20.892120267012055,20.539406010874257,0.0,22.970475000000005,67.53999999999999,10.619152499999999,0.0,0.0,0.0 
 06/20  10:00:00,22.7775,7440.994871187625,20.47997811132683,21.22166755235967,23.445451094782436,21.29645367271694,20.9671804292474,0.0,76.56825000000002,67.53999999999999,70.79434999999998,32.0,0.0,0.0 
 06/20  11:00:00,23.61499999999999,7492.558032042551,20.622259726775135,21.406524709658784,22.60093714926547,21.585306770366928,21.159515852288484,0.0,76.56825000000002,67.53999999999999,70.79434999999998,80.0,0.0,0.0 
 06/20  12:00:00,24.1625,7440.994871187625,20.66145723474026,21.555337694438938,22.239792690332906,21.81684312946644,21.294726582600317,0.0,76.56825000000002,67.53999999999999,70.79434999999998,80.0,0.0,0.0 
 06/20  13:00:00,24.39999999999999,4176.533156645199,20.464606987303708,21.424871570145148,21.84077440303472,21.699343657590615,21.1978564259943,0.0,76.56825000000002,67.53999999999999,70.79434999999998,80.0,0.0,0.0 
 06/20  14:00:00,24.39999999999999,4159.345436360221,20.41882785599033,21.42331823983829,21.690154657475565,21.71076309453995,21.29881898604385,0.0,76.56825000000002,67.53999999999999,70.79434999999998,80.0,0.0,0.0 
 06/20  15:00:00,24.715000000000005,4176.533156645199,20.41067845189383,21.34223528645027,21.50456826273475,21.563025343771068,21.2184976003778,0.0,76.56825000000002,67.53999999999999,70.79434999999998,80.0,0.0,0.0 
 06/20  16:00:00,25.315000000000006,4159.345436360221,20.3457322038985,21.17458452880239,21.261204254614296,21.343486445293388,21.08491813080824,0.0,76.56825000000002,67.53999999999999,70.79434999999998,80.0,0.0,0.0 
 06/20  17:00:00,25.600000000000013,4159.345436360221,20.305950656348239,21.129644379193615,21.13190971955337,21.238130521311186,21.592350782942533,0.0,76.56825000000002,67.53999999999999,70.79434999999998,80.0,0.0,0.0 
 06/20  18:00:00,25.285000000000005,2879.2057968242645,20.223547115447738,20.846111101049965,20.850081456960394,20.924226819565694,21.05485980170814,0.0,26.798887500000008,5.628333333333334,10.619152499999999,44.0,0.0,0.0 
 06/20  19:00:00,24.684999999999996,2879.2057968242645,20.119239834226254,20.65218130126845,20.713272220815175,20.741599651414498,20.61618968616157,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 06/20  20:00:00,24.1375,2170.31579314564,19.992754577266667,20.454692555421926,20.516734984957059,20.544432289890758,20.37542894786035,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 06/20  21:00:00,23.89999999999999,2170.31579314564,19.9102088390554,20.250895475273049,20.309313573344054,20.346053227304176,20.144975950343395,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 06/20  22:00:00,23.585,2170.31579314564,19.854568328616347,20.13084543476859,20.172523226216833,20.215299785108529,20.01173349550251,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 06/20  23:00:00,23.61499999999999,2170.31579314564,20.749128827016699,20.938204577123554,20.99812722884044,20.97584728154337,20.909166044268259,76.35738,45.940950000000018,43.900999999999999,38.9368925,44.0,0.0,0.0 
 06/20  24:00:00,23.585,2170.31579314564,21.020114950884638,21.12054706337129,21.12963635322491,21.141396303450553,21.069257561637419,165.44099000000004,76.56825000000002,67.53999999999999,70.79434999999998,76.0,0.0,0.0 
 06/21  01:00:00,23.300000000000009,2170.31579314564,20.935965121900375,20.999694048720529,20.99316262844608,21.01332261052857,20.97477861723777,0.0,49.769362500000017,23.639000000000004,31.8574575,0.0,0.0,0.0 
 06/21  02:00:00,23.300000000000009,2170.31579314564,20.92716094616822,20.98576650502291,20.995339561684827,20.989089773181367,20.993377172244089,0.0,7.656825,23.639000000000004,0.0,20.0,0.0,0.0 
 06/21  03:00:00,23.0375,2170.31579314564,20.934068630278565,20.994221576691009,20.993453579716257,20.993714495750678,20.99316433745087,0.0,19.1420625,16.885,21.238305,16.0,0.0,0.0 
 06/21  04:00:00,22.800000000000009,2170.31579314564,20.944198774368055,20.988777449751379,20.98276813838381,20.995914855580599,20.97885484699572,0.0,15.31365,0.0,0.0,0.0,0.0,0.0 
 06/21  05:00:00,22.485000000000004,2170.31579314564,20.954656507938219,20.998899498621375,20.996478117212808,20.991318991447863,20.993241085567918,0.0,11.4852375,23.639000000000004,24.7780225,20.0,0.0,0.0 
 06/21  06:00:00,21.9375,2170.31579314564,20.971516697212527,20.996423593863058,20.988924407338268,20.998621244827665,20.98806518541589,0.0,30.62730000000001,13.508000000000001,17.6985875,8.0,0.0,0.0 
 06/21  07:00:00,21.122500000000004,2879.2057968242645,20.05710250926155,20.24715571838362,20.231716205012277,20.28948293917315,20.127982824561138,0.0,1.2761375000000002,1.1256666666666669,1.1799058333333333,1.3333333333333333,0.0,0.0 
 06/21  08:00:00,20.862500000000006,2879.2057968242645,19.81870246811215,20.175340692174019,20.240123624037037,20.23315404297157,20.042137393971595,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 06/21  09:00:00,20.8375,2879.2057968242645,19.85502407537158,20.411711704421188,20.554762539157158,20.492290164573804,20.280988162637184,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 06/21  10:00:00,21.177500000000003,2879.2057968242645,19.92822677385649,20.710717494311575,20.902989165659354,20.830337544980716,20.58548880530272,0.0,0.0,13.508000000000001,0.0,0.0,0.0,0.0 
 06/21  11:00:00,21.699999999999997,2879.2057968242645,20.005027878371885,21.007513610187293,21.1248996532384,21.142815386239258,20.89233288662926,0.0,76.56825000000002,67.53999999999999,35.397175,4.0,0.0,0.0 
 06/21  12:00:00,22.2775,2879.2057968242645,20.08022385010259,21.182123901527296,21.207052353842245,21.331122066610427,21.0642724430021,0.0,76.56825000000002,67.53999999999999,70.79434999999998,80.0,0.0,0.0 
 06/21  13:00:00,22.800000000000009,2879.2057968242645,20.129197432197555,21.26704222013998,21.23318785848583,21.43548344943918,21.11251311081304,0.0,76.56825000000002,67.53999999999999,70.79434999999998,80.0,0.0,0.0 
 06/21  14:00:00,23.377499999999999,2879.2057968242645,20.158678802935989,21.303278624696227,21.244274692144903,21.474525656423379,21.189479654871716,0.0,76.56825000000002,67.53999999999999,70.79434999999998,80.0,0.0,0.0 
 06/21  15:00:00,24.1625,2879.2057968242645,20.16211091391701,21.216948482004207,21.134627859560064,21.401198215892319,21.42752355145723,0.0,76.56825000000002,67.53999999999999,70.79434999999998,80.0,0.0,0.0 
 06/21  16:00:00,24.39999999999999,2879.2057968242645,20.1917571285623,21.199070351530407,21.087527916142059,21.38556400404709,22.32520351426841,0.0,76.56825000000002,67.53999999999999,70.79434999999998,80.0,0.0,0.0 
 06/21  17:00:00,25.03000000000001,2879.2057968242645,20.23021225864023,21.17624498016735,20.995921872985215,21.266976488604045,23.19364517482526,0.0,76.56825000000002,30.393,70.79434999999998,80.0,0.0,0.0 
 06/21  18:00:00,24.96999999999999,2879.2057968242645,20.22657618364484,20.993412409204958,20.881471792444367,21.068646910966256,23.520112297303144,0.0,61.25460000000002,0.0,35.397175,80.0,0.0,0.0 
 06/21  19:00:00,23.822499999999999,2170.31579314564,20.157707523605148,20.832906762866814,20.636518506343785,20.784081601709297,22.669590206339586,0.0,0.0,0.0,0.0,80.0,0.0,0.0 
 06/21  20:00:00,23.0375,2170.31579314564,20.049569090195026,20.637643040676524,20.400687896636268,20.531195954406816,21.291208335567949,0.0,0.0,0.0,0.0,60.0,0.0,0.0 
 06/21  21:00:00,22.2225,2170.31579314564,19.937213288220045,20.322496595441995,20.18540683557962,20.300793624174383,20.575739531435909,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 06/21  22:00:00,22.2775,2170.31579314564,19.859024821549999,20.170419637929855,20.07369474579692,20.169969137559855,20.316826192668637,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 06/21  23:00:00,22.485000000000004,2170.31579314564,20.756095805899979,20.964007218573398,20.919149299518034,20.941690622805916,21.123856460532428,63.631150000000008,42.112537500000019,37.147,42.47661,60.0,0.0,0.0 
 06/21  24:00:00,21.9375,2170.31579314564,20.990852057614697,21.018203315785816,20.957457175094459,21.004168424238566,21.104646062298838,114.53607,42.112537500000019,23.639000000000004,46.0163275,76.0,0.0,0.0 
