Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),CORE_TOP:Zone Total Internal Total Heating Rate [W](Hourly),CORE_TOP:Zone Mean Air Temperature [C](Hourly),PERIMETER_TOP_ZN_3:Zone Mean Air Temperature [C](Hourly),PERIMETER_TOP_ZN_2:Zone Mean Air Temperature [C](Hourly),PERIMETER_TOP_ZN_1:Zone Mean Air Temperature [C](Hourly),PERIMETER_TOP_ZN_4:Zone Mean Air Temperature [C](Hourly),CORE_TOP_LOTEMP:Zone Radiant HVAC Pump Electric Power [W](Hourly),PERI1_TOP_LOTEMP:Zone Radiant HVAC Pump Electric Power [W](Hourly),PERI2_TOP_LOTEMP:Zone Radiant HVAC Pump Electric Power [W](Hourly),PERI3_TOP_LOTEMP:Zone Radiant HVAC Pump Electric Power [W](Hourly),PERI4_TOP_LOTEMP:Zone Radiant HVAC Pump Electric Power [W](Hourly),HP_RADSYS:Heat Pump Electric Power [W](Hourly),HOT WATER LOOP HW SUPPLY PUMP2:Pump Electric Power [W](Hourly) 
 06/17  22:00:00,19.684999999999996,4829.719258246828,20.17856637519226,20.337758576225189,20.31973679524217,20.4066509094613,20.626132762151089,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 06/17  23:00:00,19.137499999999997,3927.819615240021,21.00552600460048,20.864375197505507,20.899022382613226,20.907306854405858,21.15729402026316,152.71476,22.970475000000005,20.262000000000005,0.0,70.0,0.0,0.0 
 06/17  24:00:00,18.899999999999996,3635.6857898825685,21.130936409147034,20.92838126394993,20.896024572519676,20.92091823914698,21.029806480432077,254.52460000000003,0.0,0.0,0.0,52.0,0.0,0.0 
 06/18  01:00:00,18.899999999999996,2780.82959564914,20.9137633429161,20.815217660004718,20.778009513201135,20.80192963829321,20.873463398801044,38.17869,0.0,0.0,0.0,0.0,0.0,0.0 
 06/18  02:00:00,18.899999999999996,2780.82959564914,20.857176916365515,20.767936532413516,20.73431378673488,20.755100371396084,20.837400331628325,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 06/18  03:00:00,18.585,2780.82959564914,20.85678802009739,20.713341196266908,20.679347351629369,20.70297654712797,20.779147035697357,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 06/18  04:00:00,18.300000000000006,2780.82959564914,20.854404841381425,20.625839830433877,20.59296067914018,20.618676809269908,20.683904573048275,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 06/18  05:00:00,18.300000000000006,2780.82959564914,20.83865271231482,20.577250277744484,20.580468440178696,20.555921173018406,20.60385145081747,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 06/18  06:00:00,18.8775,3119.6039812842798,20.86175409146611,20.74662329198373,21.12804814951919,20.662235326601498,20.708844009767974,0.0,0.0,40.523999999999997,0.0,0.0,0.0,0.0 
 06/18  07:00:00,19.715,4245.451607531919,20.112587346204145,20.373922302228189,21.486556402279797,20.329345202759055,20.211444467020127,0.0,0.0,67.53999999999999,0.0,0.0,0.0,0.0 
 06/18  08:00:00,21.470000000000004,6049.250893545528,20.017132823092458,20.626579116881407,22.371307939457734,20.577967101265899,20.380693086595195,0.0,0.0,67.53999999999999,0.0,0.0,0.0,0.0 
 06/18  09:00:00,24.27,18101.736647504957,20.943156811023238,21.6453994324125,23.45017130708032,21.711945823513099,21.369313525730456,127.26230000000001,72.73983750000002,67.53999999999999,67.25463249999999,72.0,0.0,0.0 
 06/18  10:00:00,25.600000000000013,18101.736647504957,21.378089763972548,22.17636533601463,23.71357285308826,22.320778699218218,21.858107976593514,254.52460000000003,76.56825000000002,67.53999999999999,70.79434999999998,80.0,0.0,0.0 
 06/18  11:00:00,25.8625,18265.019990212222,21.55645153501219,22.444908022951418,23.360281634913418,22.6642910207129,22.12354369968487,254.52460000000003,76.56825000000002,67.53999999999999,70.79434999999998,80.0,0.0,0.0 
 06/18  12:00:00,25.5225,18101.736647504957,21.66427806678674,22.587105015504969,23.14477503282344,22.90617110263992,22.269775214042605,254.52460000000003,76.56825000000002,67.53999999999999,70.79434999999998,80.0,0.0,0.0 
 06/18  13:00:00,25.315000000000006,14572.507325244462,21.45650682132476,22.44623702983079,22.764031040161329,22.84192353456548,22.205163947637119,254.52460000000003,76.56825000000002,67.53999999999999,70.79434999999998,80.0,0.0,0.0 
 06/18  14:00:00,26.1775,18101.736647504957,21.646460254463535,22.6303237546805,22.794951561963278,23.019299436369786,22.55037229352199,254.52460000000003,76.56825000000002,67.53999999999999,70.79434999999998,80.0,0.0,0.0 
 06/18  15:00:00,25.807499999999999,18265.019990212222,21.777592220907939,22.723145822654595,22.78563655741312,23.119946088516046,23.3565887806376,254.52460000000003,76.56825000000002,67.53999999999999,70.79434999999998,80.0,0.0,0.0 
 06/18  16:00:00,24.684999999999996,18101.736647504957,21.809188320416639,22.68113949781162,22.67147666725309,23.008853992286445,23.39832412551713,254.52460000000003,76.56825000000002,67.53999999999999,70.79434999999998,80.0,0.0,0.0 
 06/18  17:00:00,23.560000000000004,18101.736647504957,21.743487330455915,22.362427976489625,22.299774938276174,22.585944675119817,22.60182783797055,254.52460000000003,76.56825000000002,67.53999999999999,70.79434999999998,80.0,0.0,0.0 
 06/18  18:00:00,21.907500000000004,8609.530172617446,20.991634353008715,21.46504943055448,21.397315038439513,21.637808099243168,21.45137959333396,101.80984,76.56825000000002,67.53999999999999,70.79434999999998,80.0,0.0,0.0 
 06/18  19:00:00,21.415,5413.9869089617409,20.49043506359176,20.887308476870027,20.870312517145849,21.011605660349117,20.8447544966008,0.0,38.28412500000001,6.7540000000000008,14.158869999999997,6.666666666666666,0.0,0.0 
 06/18  20:00:00,21.699999999999997,5413.9869089617409,20.275549675947276,20.673133223500316,20.69531098559472,20.788890061854845,20.643472835963487,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 06/18  21:00:00,21.385,4829.719258246828,20.154295761697289,20.511334712557518,20.53493006483705,20.63440108384225,20.464358891054589,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 06/18  22:00:00,21.100000000000006,4829.719258246828,20.08808702221706,20.387466809660574,20.4042817686746,20.510645825575695,20.323992431181759,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 06/18  23:00:00,21.100000000000006,3927.819615240021,21.009212791215377,21.14030336935932,21.173045522152074,21.207713297697148,21.155877419542486,152.71476,61.25460000000002,54.032,53.0957625,60.0,0.0,0.0 
 06/18  24:00:00,21.100000000000006,3635.6857898825685,21.20787354079591,21.21733960140906,21.202687639955984,21.257315042656708,21.185277878886195,254.52460000000003,76.56825000000002,67.53999999999999,70.79434999999998,80.0,0.0,0.0 
 06/19  01:00:00,21.100000000000006,2780.82959564914,21.003493626389166,21.01495334359142,20.985972637171807,21.041930616836188,20.97147893723868,127.26230000000001,57.42618750000001,23.639000000000004,38.9368925,20.0,0.0,0.0 
 06/19  02:00:00,20.8375,2780.82959564914,20.938268604974917,20.942705257252233,20.95092569600631,20.954130297737806,20.951244645664724,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 06/19  03:00:00,20.600000000000006,2780.82959564914,20.945982992868545,20.927717054808587,20.946155341049989,20.944219770147986,20.94772888862729,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 06/19  04:00:00,20.862500000000006,2780.82959564914,20.958235002695106,20.937375011433525,20.955454506444853,20.952583417779679,20.9588358254054,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 06/19  05:00:00,20.8375,2780.82959564914,20.97014919562879,20.955147522582985,20.998426787719106,20.963427493092916,20.967363050008438,0.0,0.0,16.885,0.0,0.0,0.0,0.0 
 06/19  06:00:00,20.862500000000006,3119.6039812842798,21.00058965815757,21.062530997033723,21.504247744980718,21.032022832155286,21.01558340511321,165.44099000000004,53.59777500000001,67.53999999999999,70.79434999999998,60.0,0.0,0.0 
 06/19  07:00:00,21.6775,4245.451607531919,20.08599364601877,20.42972263037055,21.58194798197584,20.444484824035336,20.215495078861765,0.0,2.5522750000000005,67.53999999999999,2.3598116666666666,1.3333333333333333,0.0,0.0 
 06/19  08:00:00,22.514999999999998,6049.250893545528,19.907123789589176,20.428314278061749,21.00967213132939,20.45517874374613,20.179029847358618,0.0,0.0,33.769999999999999,0.0,0.0,0.0,0.0 
 06/19  09:00:00,22.800000000000009,18101.736647504957,20.79832780560165,21.247856254772218,21.4632722628504,21.311217462476827,21.000055018564578,76.35738,62.53073750000002,64.16299999999998,53.0957625,44.0,0.0,0.0 
 06/19  10:00:00,23.0625,18101.736647504957,21.238239923386677,21.73554887414858,22.291930311336907,21.853263101985954,21.458211803082024,254.52460000000003,76.56825000000002,67.53999999999999,70.79434999999998,80.0,0.0,0.0 
 06/19  11:00:00,24.192500000000004,18265.019990212222,21.388942703952318,22.03478408209119,22.442803936210589,22.20802262104703,21.733890789766379,254.52460000000003,76.56825000000002,67.53999999999999,70.79434999999998,80.0,0.0,0.0 
 06/19  12:00:00,25.5775,18101.736647504957,21.476744957441434,22.212567777717298,22.47785792912207,22.454268769577049,21.89978549866358,254.52460000000003,76.56825000000002,67.53999999999999,70.79434999999998,80.0,0.0,0.0 
 06/19  13:00:00,26.9925,14572.507325244462,21.301385950343158,22.095553550391928,22.215074847633806,22.328252150191426,21.81019175587907,254.52460000000003,76.56825000000002,67.53999999999999,70.79434999999998,80.0,0.0,0.0 
 06/19  14:00:00,27.222500000000005,18101.736647504953,21.573196125569497,22.361705958015553,22.38918276688837,22.650618966617356,22.16731275694811,254.52460000000003,76.56825000000002,67.53999999999999,70.79434999999998,80.0,0.0,0.0 
 06/19  15:00:00,26.385,18265.019990212222,21.701766275364027,22.480191554321399,22.44006496571215,22.84447595935414,23.249228738960445,254.52460000000003,76.56825000000002,67.53999999999999,70.79434999999998,80.0,0.0,0.0 
 06/19  16:00:00,25.207500000000004,18101.736647504957,21.737889511135426,22.48299159683309,22.38860205769028,22.813342567477233,23.330727086788568,254.52460000000003,76.56825000000002,67.53999999999999,70.79434999999998,80.0,0.0,0.0 
 06/19  17:00:00,22.090000000000005,18101.736647504953,21.732439045021189,22.196153031389657,22.067970066582857,22.421954983636497,22.47174693237034,254.52460000000003,76.56825000000002,67.53999999999999,70.79434999999998,80.0,0.0,0.0 
 06/19  18:00:00,20.315000000000006,8609.530172617446,21.00515621273006,21.377324610415429,21.25247771566757,21.54258626944046,21.417284431811244,101.80984,76.56825000000002,67.53999999999999,70.79434999999998,80.0,0.0,0.0 
 06/19  19:00:00,20.285000000000005,5413.9869089617409,20.49251293410808,20.850528760744859,20.76649652992249,20.953185948102357,20.86091457848903,0.0,26.798887500000008,0.0,7.079434999999998,8.0,0.0,0.0 
 06/19  20:00:00,20.315000000000006,5413.9869089617409,20.3024814574599,20.62175599841158,20.55102268220772,20.70136858940004,20.64161101895183,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 06/19  21:00:00,20.600000000000006,4829.719258246828,20.140768869004167,20.393182906451515,20.339653280138465,20.490941067878564,20.365836941994414,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 06/19  22:00:00,20.600000000000006,4829.719258246828,20.038330137043908,20.235582234218858,20.185339645036458,20.33652233049661,20.181604613699827,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 06/19  23:00:00,19.969999999999997,3927.819615240021,20.869580199814835,20.874757180548515,20.865400452298436,20.92425826236005,20.88958066012948,114.53607,42.112537500000019,30.393,31.8574575,44.0,0.0,0.0 
 06/19  24:00:00,19.399999999999996,3635.6857898825685,21.102965800533917,20.96168358194495,20.93601392049435,20.971195739746287,20.938815356749136,254.52460000000003,26.798887500000008,6.7540000000000008,14.158869999999999,8.0,0.0,0.0 
