Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Each Call),PERIMETER_TOP_ZN_2:Zone Mean Air Temperature [C](Each Call),PERIMETER_TOP_ZN_1:Zone Mean Air Temperature [C](Each Call),CORE_BOT_LOTEMP:Zone Radiant HVAC Pump Inlet Temperature [C](Each Call),CORE_MID_LOTEMP:Zone Radiant HVAC Pump Inlet Temperature [C](Each Call),CORE_TOP_LOTEMP:Zone Radiant HVAC Pump Inlet Temperature [C](Each Call),PERI1_TOP_LOTEMP:Zone Radiant HVAC Heating Rate [W](Each Call),PERI1_TOP_LOTEMP:Zone Radiant HVAC Cooling Rate [W](Each Call),PERI1_TOP_LOTEMP:Zone Radiant HVAC Pump Inlet Temperature [C](Each Call),PERI2_TOP_LOTEMP:Zone Radiant HVAC Heating Rate [W](Each Call),PERI2_TOP_LOTEMP:Zone Radiant HVAC Cooling Rate [W](Each Call),PERI2_TOP_LOTEMP:Zone Radiant HVAC Pump Inlet Temperature [C](Each Call),PERI3_TOP_LOTEMP:Zone Radiant HVAC Pump Inlet Temperature [C](Each Call),PERI4_TOP_LOTEMP:Zone Radiant HVAC Pump Inlet Temperature [C](Each Call),PERI1_MID_LOTEMP:Zone Radiant HVAC Pump Inlet Temperature [C](Each Call),PERI2_MID_LOTEMP:Zone Radiant HVAC Pump Inlet Temperature [C](Each Call),PERI3_MID_LOTEMP:Zone Radiant HVAC Pump Inlet Temperature [C](Each Call),PERI4_MID_LOTEMP:Zone Radiant HVAC Pump Inlet Temperature [C](Each Call),PERI1_BOT_LOTEMP:Zone Radiant HVAC Pump Inlet Temperature [C](Each Call),PERI2_BOT_LOTEMP:Zone Radiant HVAC Pump Inlet Temperature [C](Each Call),PERI3_BOT_LOTEMP:Zone Radiant HVAC Pump Inlet Temperature [C](Each Call),PERI4_BOT_LOTEMP:Zone Radiant HVAC Pump Inlet Temperature [C](Each Call) 
 01/21  00:11:00,-6.3,18.970509392097367,18.939274473282774,30.000122415014056,29.98789009648344,30.417203796994305,25205.194511072386,0.0,30.53050561838917,19661.93003004791,0.0,30.094337354444038,30.485262209542545,29.97265818135949,30.08485607660557,30.05908570818015,30.363506571093386,30.06721871736797,30.048148670300848,30.12736548385771,30.235754496569716,30.029292571527898 
 01/21  00:12:00,-6.3,18.961149511289155,18.941332747641739,30.000122415014056,29.990058376644869,30.417397980014298,25239.764250863824,0.0,30.551882155352119,19832.45320316779,0.0,30.22584584159123,30.43139356119315,30.040470602348145,30.08485607660557,30.05908570818015,30.310767881876016,30.06721871736797,30.048148670300848,30.017074224536029,30.155679808050605,30.046853581264498 
 01/21  00:13:00,-6.3,18.95670102180086,18.947320484168679,30.000122415014056,29.990518555853634,30.41763843225048,25206.478219018645,0.0,30.53129941176246,19953.820014547327,0.0,30.31944464967335,30.357924619838987,30.040470602348145,30.08485607660557,30.05908570818015,30.236572194453549,30.06721871736797,30.054554823244176,30.14458767225847,30.06572471229782,30.179527298626515 
 01/21  00:14:00,-6.3,18.957621806633296,18.956854523805846,30.000122415014056,29.988755555449126,30.4179239850972,25109.645652530075,0.0,30.47142204649306,20011.50226453665,0.0,30.363929544556286,30.267612114644959,30.040470602348145,30.08485607660557,29.98961336612748,30.14371182390509,30.06721871736797,30.176825076872789,30.253486804138423,29.967415135588536,30.292553749829968 
 01/21  00:15:00,-6.3,18.963861598572007,18.96951263905182,30.000122415014056,29.984493543207934,30.418251396912834,24955.462928738387,0.0,30.376081650121394,19999.56271943249,0.0,30.35472169623194,30.162978233046933,30.040470602348145,30.08485607660557,30.112762011709437,30.034808065850389,30.06721871736797,30.28572150975289,30.329475139849547,30.059946109832795,30.371172547356108 
 01/21  00:16:00,-6.3,18.975064198397946,18.984875090616009,30.000122415014056,30.00305507866191,30.418615476900468,24750.758232621378,0.0,30.24950049766163,19918.65317936563,0.0,30.29232377684483,30.04629143413968,30.040470602348145,30.08485607660557,30.2148842357877,30.11105894721844,30.06721871736797,30.369989702034695,30.362945330473186,30.059946109832795,30.405474627929384 
 01/21  00:17:00,-6.3,18.99072511563894,19.00254467608409,30.000122415014056,30.00305507866191,30.419009293158188,24502.319510272195,0.0,30.095875982019764,19773.39237445855,0.0,30.18029777858544,30.120377135839328,30.040470602348145,30.08485607660557,30.280496687673236,30.11105894721844,30.06721871736797,30.422027026051447,30.349809537484558,30.059946109832795,30.391263833850088 
 01/21  00:18:00,-6.3,19.010289135418316,19.02146356874728,30.000122415014056,30.00305507866191,30.419424448411758,0.0,0.0,30.151249093839924,19570.32188373703,0.0,30.023688606175477,30.120377135839328,30.040470602348145,30.08485607660557,30.299315212414798,30.11105894721844,30.06721871736797,30.43851649810683,30.290257792708144,30.059946109832795,30.328772043811708 
 01/21  00:19:00,-6.3,19.03231914553274,19.0399953350023,30.000122415014056,30.00305507866191,30.41985142924897,0.0,0.0,30.151249093839924,0.0,0.0,30.092748843610587,30.120377135839328,30.040470602348145,30.08485607660557,30.267141713662796,30.11105894721844,30.06721871736797,30.41945570688518,30.18709087940835,30.059946109832795,30.220933659617818 
 01/21  00:20:00,-6.3,19.054643731704159,19.056572155487485,30.000122415014056,30.00305507866191,30.420280040190304,0.0,0.0,30.151249093839924,0.0,0.0,30.092748843610587,30.120377135839328,30.040470602348145,30.08485607660557,30.18446779971306,30.11105894721844,30.06721871736797,30.366860910979086,30.044404470725366,30.059946109832795,30.0720238082196 
 01/21  00:21:00,-6.3,19.075180154146666,19.070130163562227,30.000122415014056,30.00305507866191,30.42069991950832,0.0,0.0,30.151249093839924,0.0,0.0,30.092748843610587,30.120377135839328,30.040470602348145,30.08485607660557,30.05461916067503,30.11105894721844,30.02774155022391,30.283746174051588,30.12257609353199,30.059946109832795,30.14794701581991 
 01/21  00:22:00,-6.3,19.09249140665768,19.08018031734271,30.000122415014056,30.00305507866191,30.421101099227774,0.0,0.0,30.151249093839924,0.0,0.0,30.092748843610587,30.120377135839328,30.040470602348145,30.08485607660557,30.12482590116175,30.11105894721844,30.153798700497288,30.17348427697015,30.12257609353199,30.059946109832795,30.14794701581991 
 01/21  00:23:00,-6.3,19.105879211945618,19.086671893255997,30.000122415014056,30.00305507866191,30.421474553256507,0.0,0.0,30.151249093839924,0.0,0.0,30.092748843610587,30.120377135839328,30.040470602348145,30.08485607660557,30.12482590116175,30.11105894721844,30.258370921404646,30.039458705868854,30.12257609353199,30.059946109832795,30.14794701581991 
 01/21  00:24:00,-6.3,19.115211324205295,19.089814316338086,29.99574422166248,30.00305507866191,30.421812675810604,0.0,0.0,30.151249093839924,0.0,0.0,30.092748843610587,30.120377135839328,30.040470602348145,30.08485607660557,30.12482590116175,30.11105894721844,30.32567069911484,30.103788860577795,30.12257609353199,30.059946109832795,30.14794701581991 
