Date/Time,CORNER_CLASS_1_POD_1_ZN_1_FLR_1:Zone Mean Air Temperature [C](Hourly),MULT_CLASS_1_POD_1_ZN_1_FLR_1:Zone Mean Air Temperature [C](Hourly),CORRIDOR_POD_1_ZN_1_FLR_1:Zone Mean Air Temperature [C](Hourly),CORNER_CLASS_2_POD_1_ZN_1_FLR_1:Zone Mean Air Temperature [C](Hourly),MULT_CLASS_2_POD_1_ZN_1_FLR_1:Zone Mean Air Temperature [C](Hourly),CORNER_CLASS_1_POD_1_ZN_1_FLR_1_LOTEMP:Zone Radiant HVAC Pump Electric Power [W](Hourly),MULT_CLASS_1_POD_1_ZN_1_FLR_1_LOTEMP:Zone Radiant HVAC Pump Electric Power [W](Hourly),CORRIDOR_POD_1_ZN_1_FLR_1_LOTEMP:Zone Radiant HVAC Pump Electric Power [W](Hourly),CORNER_CLASS_2_POD_1_ZN_1_FLR_1_LOTEMP:Zone Radiant HVAC Pump Electric Power [W](Hourly),MULT_CLASS_2_POD_1_ZN_1_FLR_1_LOTEMP:Zone Radiant HVAC Pump Electric Power [W](Hourly),HP_RADSYS:Heat Pump Electric Power [W](Hourly),HOT WATER LOOP HW SUPPLY PUMP2:Pump Electric Energy [J](Hourly) 
 07/29  17:00:00,26.69986242234147,25.358089684828664,25.019607269127016,26.386127665517458,25.102846413024208,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/29  18:00:00,26.73752770263983,25.250909262869965,25.046444148062585,26.475228560937628,25.05241235862236,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/29  19:00:00,26.423915473440315,25.129277520735607,24.978944546023315,26.20313867416155,24.99680282976672,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/29  20:00:00,25.82586923558862,24.940222250404316,24.802849031443694,25.66498572330395,24.866911663219029,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/29  21:00:00,25.36537591364489,24.781156600964274,24.63119329159296,25.221442176116225,24.72432399063623,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/29  22:00:00,25.08922221430798,24.666545972287943,24.518130075001247,24.95450771413234,24.620153352508873,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/29  23:00:00,24.923491794561714,24.596348488303847,24.445478473319186,24.79533247423141,24.556252039229834,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/29  24:00:00,24.79250003465643,24.53947149309721,24.396620727700303,24.669316233534607,24.504516437295704,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/30  01:00:00,24.705301494177726,24.505347771579289,24.361376748848909,24.58609255792037,24.475090908100996,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/30  02:00:00,24.625870362452269,24.472662515462035,24.332073922108806,24.510970350375719,24.446918550045586,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/30  03:00:00,24.56419617126148,24.44892410646912,24.308439335331653,24.45381793173413,24.427367391647029,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/30  04:00:00,24.51200696167598,24.431270300394414,24.29028496316896,24.406021212428269,24.413286053077046,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/30  05:00:00,24.478967608034077,24.426396751860449,24.280354813349825,24.376744337740026,24.410818347666397,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/30  06:00:00,24.48547284091417,24.4388507494055,24.28856981648976,24.389224972998105,24.42160129094115,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/30  07:00:00,24.587910381052365,24.53654198139544,24.358382968728784,24.512247001736218,24.520276777459153,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/30  08:00:00,24.94060889908178,24.823448092018859,24.514568843241734,24.865934458440646,24.797903852043086,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/30  09:00:00,25.47401924088028,25.231265297712264,24.736084372649818,25.32908472260616,25.131595251396253,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/30  10:00:00,26.01643476472797,25.65757900977855,24.997207845422055,25.791501452876884,25.47184054709169,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/30  11:00:00,26.527065374465395,26.081545680743177,25.293909214793027,26.21639459851152,25.813056873259229,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/30  12:00:00,27.05325628490212,26.545108040222396,25.569821407141786,26.594905081903354,26.118408486547066,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/30  13:00:00,27.4561391494102,26.865168941362066,25.755598249556095,26.912274884049518,26.327000681461095,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/30  14:00:00,27.76737238452652,27.072712835820349,25.93746815537171,27.193591043343749,26.49180602611001,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/30  15:00:00,28.22514104024309,27.26587679234052,26.163538788470068,27.646428506991734,26.66906306839686,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/30  16:00:00,28.135641668438518,27.194728047387195,26.242333122507956,27.604559537083476,26.648565216633409,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/30  17:00:00,27.918897490734918,26.98755371748004,26.188955087842396,27.454016410259546,26.504427578267526,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/30  18:00:00,28.21335046203908,26.959061726208284,26.25693984616516,27.801520372665473,26.534378484004824,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/30  19:00:00,28.00344927717868,26.87603150477141,26.23789708731054,27.628392828195837,26.50825457140158,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/30  20:00:00,27.607221535585887,26.744200211680146,26.122557531024684,27.2652735912906,26.409906485820906,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/30  21:00:00,27.322726909738625,26.6206252849339,26.024413282559146,26.99729157344562,26.30562486870058,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/30  22:00:00,27.164035793671837,26.54729554600208,25.96538862333777,26.84915417862714,26.2445681707426,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/30  23:00:00,27.08783658544271,26.521269958981173,25.940771168082727,26.781086772796195,26.2285144530667,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/30  24:00:00,27.02851775100433,26.50507895184317,25.93226830182249,26.73013016470606,26.22252354782837,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
