Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),PERIMETER_TOP_ZN_4:Zone Mean Air Temperature [C](Hourly),PERI1_TOP_LOTEMP:Zone Radiant HVAC Cooling Rate [W](Hourly),PERI1_TOP_LOTEMP:Zone Radiant HVAC Mass Flow Rate [kg/s](Hourly),PERI1_TOP_LOTEMP:Zone Radiant HVAC Injection Mass Flow Rate [kg/s](Hourly),PERI1_TOP_LOTEMP:Zone Radiant HVAC Recirculation Mass Flow Rate [kg/s](Hourly),PERI1_TOP_LOTEMP:Zone Radiant HVAC Inlet Temperature [C](Hourly),PERI1_TOP_LOTEMP:Zone Radiant HVAC Outlet Temperature [C](Hourly),PERI2_TOP_LOTEMP:Zone Radiant HVAC Outlet Temperature [C](Hourly),PERI1_TOP_LOTEMP_CHW_INLET:System Node Temperature [C](Hourly),PERI1_TOP_LOTEMP_CHW_OUTLET:System Node Temperature [C](Hourly) 
 01/21  01:00:00,-6.300000000000007,16.861511235932907,0.0,0.4578313158078728,0.12560806012298143,0.332223255684891,30.92336417963039,23.771623704376329,36.222467606267219,12.20000000000001,12.20000000000001 
 01/21  02:00:00,-6.300000000000007,16.86227418507319,0.0,0.4578313158078728,0.12560875891761015,0.33222255689026239,30.91823724478462,23.76643621985806,36.21850998212422,12.20000000000001,12.20000000000001 
 01/21  03:00:00,-6.300000000000007,16.862693644015587,0.0,0.4578313158078728,0.12562494001785635,0.3322063757900162,30.9154053287552,23.76323649685089,36.21417172888099,12.20000000000001,12.20000000000001 
 01/21  04:00:00,-6.300000000000007,16.862819879679788,0.0,0.4578313158078728,0.12565499464225056,0.332176321165622,30.91453399394502,23.761621270311733,36.20976433923525,12.20000000000001,12.20000000000001 
 01/21  05:00:00,-6.300000000000007,16.862702359956555,0.0,0.4578313158078728,0.1256963390800778,0.33213497672779476,30.915292678102266,23.761300702214738,36.205444906171099,12.20000000000001,12.20000000000001 
 01/21  06:00:00,-6.300000000000007,16.862374840327953,0.0,0.4578313158078728,0.12574858829507139,0.33208272751280107,30.917454139337104,23.761977894402088,36.20128893248987,12.20000000000001,12.20000000000001 
 01/21  07:00:00,-6.300000000000007,17.069851258111127,0.0,0.18313252632314909,0.05952077437998341,0.1236117519431656,30.33779499114115,26.54582327279203,36.28767468626428,12.20000000000001,12.20000000000001 
 01/21  08:00:00,-6.300000000000007,16.949285021074535,0.0,0.4120481842270855,0.1289484829203466,0.2830997013067388,30.355417770320814,22.413818008959646,36.265054091400617,12.20000000000001,12.20000000000001 
 01/21  09:00:00,-6.300000000000007,16.95714152284996,0.0,0.44257027194761036,0.13736106264224505,0.30520920930536518,30.28618306514219,21.795862115409525,36.25464700278655,12.20000000000001,12.20000000000001 
 01/21  10:00:00,-6.300000000000007,16.957697142748854,0.0,0.39678714036682308,0.12384521482771087,0.27294192553911209,30.28610399588554,22.623176873031789,36.25314287119758,12.20000000000001,12.20000000000001 
 01/21  11:00:00,-6.300000000000007,16.95856350454244,0.0,0.39678714036682308,0.12348325902805127,0.27330388133877156,30.280650864395726,22.643639910732234,36.25519815749815,12.20000000000001,12.20000000000001 
 01/21  12:00:00,-6.300000000000007,16.959647669851269,0.0,0.39678714036682308,0.12315029928437756,0.2736368410824453,30.273802430142476,22.659529945998547,36.259146136556839,12.20000000000001,12.20000000000001 
 01/21  13:00:00,-6.300000000000007,16.9604780560037,0.0,0.39678714036682308,0.12286394295172977,0.273923197415093,30.26856013250447,22.673805106605209,36.263561680188718,12.20000000000001,12.20000000000001 
 01/21  14:00:00,-6.300000000000007,16.963320217605057,0.0,0.39678714036682308,0.12230031333623402,0.27448682703058877,30.250358556857014,22.695062830511504,36.26755316193404,12.20000000000001,12.20000000000001 
 01/21  15:00:00,-6.300000000000007,16.961986411757424,0.0,0.39678714036682308,0.12223873219756501,0.27454840816925776,30.26015821538223,22.712000231910009,36.27186203703018,12.20000000000001,12.20000000000001 
 01/21  16:00:00,-6.300000000000007,16.961511544011644,0.0,0.39678714036682308,0.12189181364071396,0.27489532672610897,30.26587061642255,22.75309708138932,36.274248439792668,12.20000000000001,12.20000000000001 
 01/21  17:00:00,-6.300000000000007,16.957069347296849,0.0,0.39678714036682308,0.12220162471213038,0.27458551565469249,30.297616886165775,22.781718573887607,36.27845514617697,12.20000000000001,12.20000000000001 
