Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),PERIMETER_TOP_ZN_1:Zone Mean Air Temperature [C](Hourly),CORE_BOTTOM:Zone Air System Sensible Cooling Rate [W](Hourly),TOPFLOOR_PLENUM:Zone Air System Sensible Cooling Rate [W](Hourly),MIDFLOOR_PLENUM:Zone Air System Sensible Cooling Rate [W](Hourly),FIRSTFLOOR_PLENUM:Zone Air System Sensible Cooling Rate [W](Hourly),CORE_MID:Zone Air System Sensible Cooling Rate [W](Hourly),CORE_TOP:Zone Air System Sensible Cooling Rate [W](Hourly),PERIMETER_TOP_ZN_3:Zone Air System Sensible Cooling Rate [W](Hourly),PERIMETER_TOP_ZN_2:Zone Air System Sensible Cooling Rate [W](Hourly),PERIMETER_TOP_ZN_1:Zone Air System Sensible Cooling Rate [W](Hourly),PERIMETER_TOP_ZN_4:Zone Air System Sensible Cooling Rate [W](Hourly),PERIMETER_BOT_ZN_3:Zone Air System Sensible Cooling Rate [W](Hourly),PERIMETER_BOT_ZN_2:Zone Air System Sensible Cooling Rate [W](Hourly),PERIMETER_BOT_ZN_1:Zone Air System Sensible Cooling Rate [W](Hourly),PERIMETER_BOT_ZN_4:Zone Air System Sensible Cooling Rate [W](Hourly),PERIMETER_MID_ZN_3:Zone Air System Sensible Cooling Rate [W](Hourly),PERIMETER_MID_ZN_2:Zone Air System Sensible Cooling Rate [W](Hourly),PERIMETER_MID_ZN_1:Zone Air System Sensible Cooling Rate [W](Hourly),PERIMETER_MID_ZN_4:Zone Air System Sensible Cooling Rate [W](Hourly),PERI1_TOP_LOTEMP:Zone Radiant HVAC Cooling Rate [W](Hourly),PERI1_TOP_LOTEMP:Zone Radiant HVAC Mass Flow Rate [kg/s](Hourly),PERI1_TOP_LOTEMP:Zone Radiant HVAC Injection Mass Flow Rate [kg/s](Hourly),PERI1_TOP_LOTEMP:Zone Radiant HVAC Recirculation Mass Flow Rate [kg/s](Hourly),PERI1_TOP_LOTEMP:Zone Radiant HVAC Inlet Temperature [C](Hourly),PERI1_TOP_LOTEMP:Zone Radiant HVAC Outlet Temperature [C](Hourly),PERI2_TOP_LOTEMP:Zone Radiant HVAC Outlet Temperature [C](Hourly),PERI1_TOP_LOTEMP_CHW_INLET:System Node Temperature [C](Hourly),PERI1_TOP_LOTEMP_CHW_OUTLET:System Node Temperature [C](Hourly) 
 07/01  04:00:00,21.79833333333333,22.743769429406009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.992726008031248,14.992726008031248,14.981978321603235,8.93001145040911,8.93001145040911 
 07/01  05:00:00,21.700000000000025,22.6871616392434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.992726008031248,14.992726008031248,14.981978321603235,8.93001145040911,8.93001145040911 
 07/01  06:00:00,21.954166666666663,22.692130959404368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.992726008031248,14.992726008031248,15.553703863185389,8.93001145040911,8.93001145040911 
 07/01  07:00:00,22.200000000000025,22.95328666274248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.992726008031248,14.992726008031248,19.60036143452299,8.93001145040911,8.93001145040911 
 07/01  08:00:00,23.31833333333333,19.335788325184074,24710.726731525214,0.0,0.0,0.0,18060.770818091805,18603.984533555802,5723.075862379096,6762.0865232912169,6334.60549872344,5270.227192752105,5152.541894519897,6547.677098508198,6627.249751080851,5163.047378251928,5533.72239043516,6657.111645111262,6212.415837233876,5421.867494989306,0.0,0.0,0.0,0.0,14.992726008031248,14.992726008031248,15.068819226786767,8.93001145040911,8.93001145040911 
 07/01  09:00:00,25.823333333333335,19.305057863884728,28467.999100158868,0.0,0.0,0.0,18717.51336399618,19246.38486941614,5834.7321470411329,7511.177355872381,6582.521868755051,5370.146872565707,5308.15299637415,7292.071775567171,6482.177690470517,5707.35261904526,5656.218414271598,7411.602127028558,6531.90748104735,6009.909800847469,0.0,0.0,0.0,0.0,14.992726008031248,14.992726008031248,14.850759412744317,8.93001145040911,8.93001145040911 
 07/01  10:00:00,27.759166666666667,19.63766283141445,27670.868936768817,0.0,0.0,0.0,18781.99881321627,19304.12859826997,6002.170077512668,7405.261865935667,6839.430306285977,5572.524703614567,5494.990906516431,7189.437441356336,6703.54295718364,5931.746182949147,5846.158985868464,7307.335521906911,6835.546507961954,6201.387998182937,0.0,0.0,0.0,0.0,14.992726008031248,14.992726008031248,14.850759412744317,8.93001145040911,8.93001145040911 
 07/01  11:00:00,29.164166666666668,20.068519702328869,26875.329242439722,0.0,0.0,0.0,18551.316684531987,19071.504656018547,6203.333376950217,7373.329823859618,7150.805907116022,5767.87466677429,5678.378561196875,7151.098685141088,6982.517385099459,6058.016459682982,6044.242121139346,7276.064805460176,7139.602612611689,6266.417330022274,0.0,0.0,0.0,0.0,14.992726008031248,14.992726008031248,14.850759412744317,8.93001145040911,8.93001145040911 
 07/01  12:00:00,30.0,20.59285303002606,27594.482332203574,0.0,0.0,0.0,18774.424511387326,19312.353657316846,6501.908631649114,7733.089354903834,7807.160487136664,6069.400577707789,5944.764537538863,7497.36789296209,7613.864282695277,6285.868474686757,6333.003082040244,7634.841195523138,7763.522082495373,6450.344927563374,0.0,0.0,0.0,0.0,14.992726008031248,14.992726008031248,14.850759412744317,8.93001145040911,8.93001145040911 
 07/01  13:00:00,30.86416666666667,20.87846161438215,28313.51791789343,0.0,0.0,0.0,18295.408685632658,18839.752053466433,6619.419248150419,7424.248957144885,8158.918974350292,6168.35304186434,6061.396276657492,7207.243702737722,9512.117715017635,6343.95477904913,6442.4931809190479,7325.223117017104,8088.704547531562,6455.514799165862,0.0,0.0,0.0,0.0,14.992726008031248,14.992726008031248,14.850759412744317,8.93001145040911,8.93001145040911 
 07/01  14:00:00,29.717500000000006,20.859308810579685,30324.504077671052,0.0,0.0,0.0,20153.602221640056,20769.387676723225,7185.90187766155,7622.360531005719,8851.473441074513,6886.813274765265,6560.9115527320959,7394.462224800056,8381.07669382493,6996.304726852141,6989.852335071117,7518.880481069165,8748.326854241264,7092.302829420982,0.0,0.0,0.0,0.0,14.992726008031248,14.992726008031248,14.850759412744317,8.93001145040911,8.93001145040911 
 07/01  15:00:00,28.613333333333335,20.81477061351113,29812.899211888318,0.0,0.0,0.0,20446.829650929703,21081.5949062071,7352.2539995810889,7517.964979091359,9005.445144736519,7410.097726339846,6715.789812172634,7298.193194720673,8367.75786988109,7475.133646236431,7151.854504814784,7416.057321340615,8885.379045718855,7557.683924406576,0.0,0.0,0.0,0.0,14.992726008031248,14.992726008031248,14.850759412744317,8.93001145040911,8.93001145040911 
 07/01  16:00:00,28.0275,20.91398681687406,28744.200350291452,0.0,0.0,0.0,19698.84988632862,20327.68098837417,7125.611618987429,7111.272283528554,8630.459699438163,7127.37577095442,6513.1371260159589,6908.527549420872,8078.576599082862,7161.778831469209,6928.629259619897,7011.672157616715,8501.70018603441,7229.039932049515,0.0,0.0,0.0,0.0,14.992726008031248,14.992726008031248,14.850759412744317,8.93001145040911,8.93001145040911 
 07/01  17:00:00,25.276666666666665,20.72699824068355,28792.3168827515,0.0,0.0,0.0,19245.84927689319,19876.316126952777,6819.722092915674,6660.310639459986,8149.937540147784,6614.5792973864,6246.371930141035,6485.054434263015,7634.361945026684,6645.136190872841,6628.539960548629,6564.220960894139,8019.170601870749,6682.511764291907,0.0,0.0,0.0,0.0,14.992726008031248,14.992726008031248,14.850759412744317,8.93001145040911,8.93001145040911 
 07/01  18:00:00,23.594999999999997,20.332344811371958,27243.137989752235,0.0,0.0,0.0,16845.153881831873,17432.059326634095,6045.791530875338,5804.605165522754,7145.624136674758,5746.517990108243,5581.171115885121,5692.758164251558,7257.776657205107,5815.884185235035,5870.4672648587679,5714.683156026911,7022.723576983477,5791.888727774362,0.0,0.0,0.0,0.0,14.992726008031248,14.992726008031248,14.850759412744317,8.93001145040911,8.93001145040911 
 07/01  19:00:00,23.604999999999995,19.925421100437317,23302.418407233647,0.0,0.0,0.0,16062.774590796987,16655.43261414316,5760.901816349114,5449.05174446512,6747.33422071036,5434.99300950416,5330.353080637916,5357.3211049623919,6513.222097068351,5505.729220415193,5587.602216146749,5358.390634691099,6619.9718813059639,5496.466503512187,0.0,0.0,0.0,0.0,14.992726008031248,14.992726008031248,14.850759412744317,8.93001145040911,8.93001145040911 
 07/01  20:00:00,21.917500000000005,19.52739955781724,21457.828221490396,0.0,0.0,0.0,15728.013126747997,16334.879898841531,5480.682343213551,5169.0538739840089,6378.753690556756,5090.147564407536,5057.169493994156,4999.007297358343,6017.813049852945,5207.177583497702,5309.698217963119,5087.029724670415,6246.743098877545,5365.372091922983,0.0,0.0,0.0,0.0,14.992726008031248,14.992726008031248,26.63494187043109,8.93001145040911,8.93001145040911 
 07/01  21:00:00,20.304999999999994,19.301450692690684,19934.62161793122,0.0,0.0,0.0,14787.659894997378,15395.549928729817,4963.73567806684,4791.418084476164,5745.419395570151,4533.740368572932,4583.52158266289,4477.489513134322,5419.004732711164,4824.211754922905,4800.807449018218,4720.628539781491,5614.606401075705,4999.919210985972,0.0,0.0,0.0,0.0,14.992726008031248,14.992726008031248,27.931699236210777,8.93001145040911,8.93001145040911 
 07/01  22:00:00,20.294999999999996,22.25349346277998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.992726008031248,14.992726008031248,26.452493415804587,8.93001145040911,8.93001145040911 
 07/01  23:00:00,20.0,22.97283978098614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.992726008031248,14.992726008031248,15.50614718020673,8.93001145040911,8.93001145040911 
 07/01  24:00:00,20.0,22.94545813073007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.992726008031248,14.992726008031248,14.984848375149309,8.93001145040911,8.93001145040911 
 07/02  01:00:00,20.0,22.78655586942513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.992726008031248,14.992726008031248,14.984848375149309,8.93001145040911,8.93001145040911 
 07/02  02:00:00,20.0,22.66758472196826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.992726008031248,14.992726008031248,14.984848375149309,8.93001145040911,8.93001145040911 
 07/02  03:00:00,19.440833333333335,22.56068088403383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.992726008031248,14.992726008031248,14.984848375149309,8.93001145040911,8.93001145040911 
 07/02  04:00:00,19.154166666666666,22.385674732521463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.992726008031248,14.992726008031248,14.984848375149309,8.93001145040911,8.93001145040911 
 07/02  05:00:00,19.399999999999996,22.350682033410036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.992726008031248,14.992726008031248,14.984848375149309,8.93001145040911,8.93001145040911 
 07/02  06:00:00,19.399999999999996,22.32692829873587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.992726008031248,14.992726008031248,14.984848375149309,8.93001145040911,8.93001145040911 
 07/02  07:00:00,19.705,22.590369381742279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.992726008031248,14.992726008031248,15.518345578584896,8.93001145040911,8.93001145040911 
 07/02  08:00:00,21.118333333333337,19.367854793172755,23907.562748098004,0.0,0.0,0.0,17425.979958881046,17950.61121404471,5301.768114393512,5576.788183608573,6038.739834197961,4937.185142883492,4770.8521297300289,5396.493536124233,5874.346508920998,4957.093092934879,5109.31698086952,5486.374604546795,5826.038863274948,5026.870879241046,0.0,0.0,0.0,0.0,14.992726008031248,14.992726008031248,14.592813189613432,8.93001145040911,8.93001145040911 
 07/02  09:00:00,23.62333333333333,19.23589089129731,28697.270755235793,0.0,0.0,0.0,18922.808918057905,19451.00985869165,5792.487155993711,6611.120386050213,6595.532330590906,5304.214253101186,5258.899572142694,6412.486600026526,6377.618958026539,5758.490478789917,5604.983674890066,6558.070557347716,6415.703289423966,5979.849747171605,0.0,0.0,0.0,0.0,14.992726008031248,14.992726008031248,14.499683493488654,8.93001145040911,8.93001145040911 
 07/02  10:00:00,25.55916666666667,19.30735768782979,28958.35877652128,0.0,0.0,0.0,19869.081551765437,20409.181536490916,6177.527659805278,7728.324014536493,7076.535904993375,5626.223843927761,5615.092199218501,7490.527703847491,6868.91894502904,6199.858374085971,5999.380444463551,7680.41999289569,6922.710444881405,6501.37457277947,0.0,0.0,0.0,0.0,14.992726008031248,14.992726008031248,14.499683493488654,8.93001145040911,8.93001145040911 
 07/02  11:00:00,26.65916666666666,19.595485780970035,28808.075759713593,0.0,0.0,0.0,20169.700555693515,20717.82552529124,6486.223892817551,8270.740319158673,7557.63042904553,5861.03196001508,5892.656701438519,8000.0263280912199,7330.745347218026,6400.251001626345,6306.274253302395,8213.128483417386,7411.901632267499,6726.529795740574,0.0,0.0,0.0,0.0,14.992726008031248,14.992726008031248,14.499683493488654,8.93001145040911,8.93001145040911 
 07/02  12:00:00,28.06416666666667,20.078602563906526,29001.826959782797,0.0,0.0,0.0,19977.363107553232,20534.269049741582,6627.724302246387,8163.978263381034,8006.833131598835,5999.772670831649,6029.665374754947,7893.524778174107,7788.625504156737,6446.995346314031,6444.192877630777,8097.001503281995,7852.6373409691409,6727.941081183796,0.0,0.0,0.0,0.0,14.992726008031248,14.992726008031248,14.499683493488654,8.93001145040911,8.93001145040911 
 07/02  13:00:00,29.459166666666666,20.463239846760417,29296.714914322853,0.0,0.0,0.0,19140.75518183498,19702.38297665725,6609.1289155109229,7633.927588574408,8277.151798239878,6006.192778324089,6031.81185556296,7395.567977587171,9562.056842904567,6378.584729846884,6421.625295835942,7558.417569051898,8111.580992422648,6576.778234828172,0.0,0.0,0.0,0.0,14.992726008031248,14.992726008031248,14.499683493488654,8.93001145040911,8.93001145040911 
 07/02  14:00:00,29.440833333333328,20.923535897274737,29938.12740701436,0.0,0.0,0.0,19860.35711482894,20467.83576904229,7006.033676417591,7626.5342396750179,8925.26386386464,6708.774322771109,6397.616900462172,7400.405799071074,8715.998100821696,6995.902352287908,6806.108662550204,7541.692574222573,8743.440780117551,7142.198450044334,0.0,0.0,0.0,0.0,14.992726008031248,14.992726008031248,14.499683493488654,8.93001145040911,8.93001145040911 
 07/02  15:00:00,29.76416666666667,21.057724549737548,29618.74235350676,0.0,0.0,0.0,20260.133653660836,20896.825978145684,7291.250963682368,7622.166148028627,9211.398043626674,7533.339722937829,6656.334879549933,7397.734824747961,8841.469833683253,7730.639710300104,7083.717633606687,7531.570097640867,9023.192516569157,7861.90796525476,0.0,0.0,0.0,0.0,14.992726008031248,14.992726008031248,14.499683493488654,8.93001145040911,8.93001145040911 
 07/02  16:00:00,30.854166666666669,21.14536558224157,29568.95498843953,0.0,0.0,0.0,20350.86307883839,21006.60547786018,7458.895326321834,7561.776333128666,9305.830568446276,8513.552804964256,6800.325778669693,7334.404454897203,8977.639754702508,8621.61675721608,7245.559943800292,7466.207625118839,9111.100403462719,8756.004086470997,0.0,0.0,0.0,0.0,14.992726008031248,14.992726008031248,14.499683493488654,8.93001145040911,8.93001145040911 
 07/02  17:00:00,30.84583333333334,21.04362221224368,30844.63386066513,0.0,0.0,0.0,20894.53451685906,21579.224443879888,7701.214656498706,7583.77102163692,9421.429514571953,9512.81896551834,7012.619323290981,7352.02355360583,9112.24969907257,9542.268091268237,7480.952276650113,7483.8039888961989,9220.774508833005,9687.338764275337,0.0,0.0,0.0,0.0,14.992726008031248,14.992726008031248,14.499683493488654,8.93001145040911,8.93001145040911 
 07/02  18:00:00,30.59999999999997,20.538577337288815,30789.391038726157,0.0,0.0,0.0,19753.524976133598,20425.451311177916,7620.132214952088,7189.588802346198,9012.087848601996,9804.602135979507,6957.733736108071,6992.340068777435,10272.764535215152,9801.326842430424,7401.399328282774,7089.173518753685,8814.603679501597,9928.911245249417,0.0,0.0,0.0,0.0,14.992726008031248,14.992726008031248,14.499683493488654,8.93001145040911,8.93001145040911 
 07/02  19:00:00,29.430833333333337,20.091768429685336,26587.041611224668,0.0,0.0,0.0,18753.83353569707,19422.64460153966,7412.898979807147,6724.733786282453,8490.92216313971,9185.196015361165,6773.400817872688,6551.878974756016,8329.71600111316,9158.018555692744,7196.202336976436,6622.945520530848,8296.687059369504,9267.090130529714,0.0,0.0,0.0,0.0,14.992726008031248,14.992726008031248,15.01663601580075,8.93001145040911,8.93001145040911 
 07/02  20:00:00,26.927500000000003,19.68039773513372,24435.370472863193,0.0,0.0,0.0,18182.811623059177,18865.099097070364,7012.100591023209,6295.207788742712,7945.000801046481,8184.000277242876,6385.438840658148,6068.33339450913,7380.802450064165,8120.02909765278,6799.427986182877,6196.660511921237,7752.534626143071,8231.140200035832,0.0,0.0,0.0,0.0,14.992726008031248,14.992726008031248,29.858759051231833,8.93001145040911,8.93001145040911 
 07/02  21:00:00,24.430833333333334,19.414436826996839,22257.76793587553,0.0,0.0,0.0,16743.137439596518,17422.353376799518,6201.586950537257,5713.267963804388,7053.996927893583,6864.451667508931,5649.68846215372,5370.504145171288,6533.874376120442,6807.368160960741,6002.161867972042,5621.380732383476,6868.182178681882,6886.546043505691,0.0,0.0,0.0,0.0,14.992726008031248,14.992726008031248,29.655688474842586,8.93001145040911,8.93001145040911 
 07/02  22:00:00,23.045833333333339,22.79682802357323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11045.547404140985,0.38024474420858409,0.37760792946915686,0.002636814739427242,18.994569170226229,24.66774305176274,26.277196521249935,17.70978924482825,23.44697691570964 
 07/02  23:00:00,22.494999999999999,22.99715483720685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11641.44872622409,0.4656058092350009,0.39953734512074159,0.06606846411425924,15.385680309001139,21.360429606684968,17.02258496717127,13.90488019836293,19.95962821727018 
 07/02  24:00:00,21.640833333333334,22.75257138002592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,559.9771054470698,0.031040387282333407,0.013094679433830924,0.017945707848502483,14.99717358256728,15.2845502027426,14.981357739519038,8.95969885280842,9.250154634504887 
