Date/Time,Electricity:Facility [J](Hourly),ElectricityNet:Facility [J](Hourly),InteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly) 
 03/11  07:00:00,160335729.91306124,160335729.91306109,39130271.29251487,95796493.41677362 
 03/11  08:00:00,349181245.4360578,349181245.4360578,103079770.18550898,204227663.7591696 
 03/11  09:00:00,314792928.6581023,314792928.6581023,95152310.47072789,174055806.61631225 
 03/11  10:00:00,306045591.1920263,306045591.1920271,93367709.26838885,167093070.3525762 
 03/11  11:00:00,312764942.0412895,312764942.0412895,93124323.85391505,174055806.61631225 
 03/11  12:00:00,316634649.73105189,316634649.73105189,93124323.85391505,177667514.30607493 
 03/11  13:00:00,318567660.3955222,318567660.3955221,93124323.85391505,179858086.83609239 
 03/11  14:00:00,305802205.77755257,305802205.7775533,93124323.85391505,167093070.3525762 
 03/11  15:00:00,305802205.77755257,305802205.7775533,93124323.85391505,167093070.3525762 
 03/11  16:00:00,316858526.73122248,316858526.73122248,93736540.41198033,177537174.74818046 
 03/11  17:00:00,243586583.30933625,243586583.30933623,56819832.16510934,140923939.57316477 
 03/11  18:00:00,134307545.48769365,134307545.48769368,39078857.241407398,69106004.40578471 
 03/11  19:00:00,129736717.1015076,129736717.1015076,39455915.8435987,59822356.054136309 
 03/11  20:00:00,117112745.15364117,117112745.15364117,26303943.895732464,59822356.054136309 
 03/11  21:00:00,92768985.64250234,92768985.64250234,26303943.895732464,55180531.87831209 
 03/11  22:00:00,90328578.03831667,90328578.03831667,13151971.947866232,55180531.87831209 
 03/11  23:00:00,73760997.32607605,73760997.32607605,6575985.973933116,55180531.87831209 
 03/11  24:00:00,74281668.43623972,74281668.43623972,7625873.53771374,44533202.00181081 
 03/12  01:00:00,72757729.22549357,72757729.22549357,7625873.53771374,44533202.00181081 
