Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Each Call),Environment:Site Daylight Saving Time Status [](Hourly),PERIMETER_TOP_ZN_2:Zone Mean Air Temperature [C](Each Call),PERIMETER_TOP_ZN_1:Zone Mean Air Temperature [C](Each Call),PERI1_TOP_LOTEMP:Zone Radiant HVAC Heating Rate [W](Each Call),PERI1_TOP_LOTEMP:Zone Radiant HVAC Cooling Rate [W](Each Call),PERI1_TOP_LOTEMP:Zone Radiant HVAC Inlet Temperature [C](Each Call),PERI1_TOP_LOTEMP:Zone Radiant HVAC Pump Inlet Temperature [C](Each Call),PERI2_TOP_LOTEMP:Zone Radiant HVAC Heating Rate [W](Each Call),PERI2_TOP_LOTEMP:Zone Radiant HVAC Cooling Rate [W](Each Call) 
 03/01  17:41:00,4.78,,19.145934893162854,16.56325808338295,0.0,0.0,12.07952142,12.07952142,0.0,0.0 
 03/01  17:42:00,4.76,,19.160904590399427,16.552054170395765,0.0,0.0,12.07952142,12.07952142,0.0,0.0 
 03/01  17:43:00,4.74,,19.17334939006692,16.54150993563257,0.0,0.0,12.07952142,12.07952142,0.0,0.0 
 03/01  17:44:00,4.720000000000001,,19.1834223948091,16.531555059804217,0.0,0.0,12.07952142,12.07952142,0.0,0.0 
 03/01  17:45:00,4.7,,19.191319438150925,16.522134345235718,0.0,0.0,12.07952142,12.07952142,0.0,0.0 
 03/01  17:46:00,4.68,,19.19722788008356,16.513199724507918,0.0,0.0,12.07952142,12.07952142,0.0,0.0 
 03/01  17:47:00,4.66,,19.20133214243039,16.50470721820923,0.0,0.0,12.07952142,12.07952142,0.0,0.0 
 03/01  17:48:00,4.640000000000001,,19.203809869985244,16.496616371826695,0.0,0.0,12.07952142,12.07952142,0.0,0.0 
 03/01  17:49:00,4.62,,19.204827694180016,16.488890316564317,0.0,0.0,12.07952142,12.07952142,0.0,0.0 
 03/01  17:50:00,4.6,,19.20453863168594,16.481495740776738,0.0,0.0,12.07952142,12.07952142,0.0,0.0 
 03/01  17:51:00,4.58,,19.20308128154782,16.47440268246511,0.0,0.0,12.07952142,12.07952142,0.0,0.0 
 03/01  17:52:00,4.5600000000000009,,19.200580215166317,16.467584232205789,0.0,0.0,12.07952142,12.07952142,0.0,0.0 
 03/01  17:53:00,4.54,,19.197146935414066,16.461016223936768,0.0,0.0,12.07952142,12.07952142,0.0,0.0 
 03/01  17:54:00,4.5200000000000009,,19.192881004148114,16.454676947006925,0.0,0.0,12.07952142,12.07952142,0.0,0.0 
 03/01  17:55:00,4.5,,19.187871127173208,16.44854688477195,0.0,0.0,12.07952142,12.07952142,0.0,0.0 
 03/01  17:56:00,4.48,,19.182196066806957,16.44260847708432,0.0,0.0,12.07952142,12.07952142,0.0,0.0 
 03/01  17:57:00,4.46,,19.175925123488257,16.436845902603165,0.0,0.0,12.07952142,12.07952142,0.0,0.0 
 03/01  17:58:00,4.44,,19.169117678295767,16.43124487720762,0.0,0.0,12.07952142,12.07952142,0.0,0.0 
 03/01  17:59:00,4.420000000000001,,19.161836242883159,16.425792463557987,0.0,0.0,12.07952142,12.07952142,0.0,0.0 
 03/01  18:00:00,4.4,0.0,19.154138007272047,16.420476883135167,0.0,0.0,12.07952142,12.07952142,0.0,0.0 
 03/01  18:01:00,4.355,,19.14216920067425,16.411241049560233,0.0,0.0,14.29792327,14.29792327,0.0,0.0 
 03/01  18:02:00,4.3100000000000009,,19.12763583679043,16.39978505789835,0.0,0.0,14.29792327,14.29792327,0.0,0.0 
 03/01  18:03:00,4.265,,19.112425070811626,16.388009332669435,0.0,0.0,14.29792327,14.29792327,0.0,0.0 
 03/01  18:04:00,4.220000000000001,,19.097429837548384,16.376794746249574,0.0,0.0,14.29792327,14.29792327,0.0,0.0 
 03/01  18:05:00,4.175,,19.082851343105017,16.366313156598186,0.0,0.0,14.29792327,14.29792327,0.0,0.0 
 03/01  18:06:00,4.130000000000001,,19.068631095319735,16.356472905365594,0.0,0.0,14.29792327,14.29792327,0.0,0.0 
 03/01  18:07:00,4.085,,19.05467698699473,16.34715122295789,0.0,0.0,14.29792327,14.29792327,0.0,0.0 
 03/01  18:08:00,4.040000000000001,,19.040927432565057,16.338259635776717,0.0,0.0,14.29792327,14.29792327,0.0,0.0 
 03/01  18:09:00,3.995,,19.027349035652806,16.32974117275825,0.0,0.0,14.29792327,14.29792327,0.0,0.0 
 03/01  18:10:00,3.95,,19.013922278130225,16.321555433694369,0.0,0.0,14.29792327,14.29792327,0.0,0.0 
 03/01  18:11:00,3.9050000000000004,,19.00063241418114,16.313669060590795,0.0,0.0,14.29792327,14.29792327,0.0,0.0 
 03/01  18:12:00,3.8600000000000005,,18.98746616936478,16.306052162440975,0.0,0.0,14.29792327,14.29792327,0.0,0.0 
 03/01  18:13:00,3.815,,18.974958304758578,16.298677615109857,0.0,0.0,14.29792327,14.29792327,19612.579678024886,0.0 
 03/01  18:14:00,3.77,,18.964315299499949,16.29152110355153,0.0,0.0,14.29792327,14.29792327,19774.76546602017,0.0 
 03/01  18:15:00,3.725,,18.95686420078048,16.284561106089439,0.0,0.0,14.29792327,14.29792327,19912.770173366673,0.0 
 03/01  18:16:00,3.68,,18.953662510674599,16.277778712147688,0.0,0.0,14.29792327,14.29792327,20009.38637087878,0.0 
 03/01  18:17:00,3.6350000000000004,,18.955349056075077,16.271157357402175,0.0,0.0,14.29792327,14.29792327,20050.901741334717,0.0 
 03/01  18:18:00,3.59,,18.962164901550744,16.264682551511759,0.0,0.0,14.29792327,14.29792327,20029.0328049992,0.0 
 03/01  18:19:00,3.545,,18.974050808292746,16.258341630052074,0.0,0.0,14.29792327,14.29792327,19940.65374877108,0.0 
 03/01  18:20:00,3.500000000000001,,18.99075519745111,16.252123534562636,0.0,0.0,14.29792327,14.29792327,19786.532704797355,0.0 
 03/01  18:21:00,3.455,,19.011921050713516,16.246018615098966,0.0,0.0,14.29792327,14.29792327,19569.931821758848,0.0 
 03/01  18:22:00,3.41,,19.03642386956405,16.240018448959089,0.0,0.0,14.29792327,14.29792327,0.0,0.0 
 03/01  18:23:00,3.3650000000000008,,19.062448849316863,16.23411567249922,0.0,0.0,14.29792327,14.29792327,0.0,0.0 
 03/01  18:24:00,3.3200000000000005,,19.088152703491358,16.22830382500963,0.0,0.0,14.29792327,14.29792327,0.0,0.0 
 03/01  18:25:00,3.275,,19.112142330789909,16.222577206533218,0.0,0.0,14.29792327,14.29792327,0.0,0.0 
 03/01  18:26:00,3.2300000000000006,,19.13359202544654,16.216930751574254,0.0,0.0,14.29792327,14.29792327,0.0,0.0 
 03/01  18:27:00,3.1850000000000007,,19.152141003578618,16.211359920084499,0.0,0.0,14.29792327,14.29792327,0.0,0.0 
 03/01  18:28:00,3.14,,19.16773650677714,16.20586060593052,0.0,0.0,14.29792327,14.29792327,0.0,0.0 
 03/01  18:29:00,3.095,,19.180475891713223,16.20042906194086,0.0,0.0,14.29792327,14.29792327,0.0,0.0 
 03/01  18:30:00,3.0500000000000004,,19.190526936571236,16.19506183983453,0.0,0.0,14.29792327,14.29792327,0.0,0.0 
 03/01  18:31:00,3.005,,19.198096639116718,16.18975574290987,0.0,0.0,14.29792327,14.29792327,0.0,0.0 
 03/01  18:32:00,2.9600000000000006,,19.203406246460369,16.18450778906739,0.0,0.0,14.29792327,14.29792327,0.0,0.0 
 03/01  18:33:00,2.915,,19.206674474333668,16.179315182259555,0.0,0.0,14.29792327,14.29792327,0.0,0.0 
 03/01  18:34:00,2.87,,19.20810810800641,16.174175290312225,0.0,0.0,14.29792327,14.29792327,0.0,0.0 
 03/01  18:35:00,2.825,,19.207897789224707,16.169085627642287,0.0,0.0,14.29792327,14.29792327,0.0,0.0 
 03/01  18:36:00,2.7800000000000004,,19.20621683892805,16.16404384170072,0.0,0.0,14.29792327,14.29792327,0.0,0.0 
 03/01  18:37:00,2.7350000000000005,,19.203221615605739,16.159047702230166,0.0,0.0,14.29792327,14.29792327,0.0,0.0 
 03/01  18:38:00,2.6900000000000006,,19.199052546234957,16.154095092635666,0.0,0.0,14.29792327,14.29792327,0.0,0.0 
 03/01  18:39:00,2.645,,19.193835389010596,16.14918400293288,0.0,0.0,14.29792327,14.29792327,0.0,0.0 
 03/01  18:40:00,2.6000000000000007,,19.18768251435582,16.144312523860319,0.0,0.0,14.29792327,14.29792327,0.0,0.0 
 03/01  18:41:00,2.5549999999999999,,19.180694094252205,16.13947884183963,0.0,0.0,14.29792327,14.29792327,0.0,0.0 
 03/01  18:42:00,2.5100000000000004,,19.17295911675002,16.134681234545483,0.0,0.0,14.29792327,14.29792327,0.0,0.0 
 03/01  18:43:00,2.465,,19.164556072563547,16.129918066905217,0.0,0.0,14.29792327,14.29792327,0.0,0.0 
 03/01  18:44:00,2.42,,19.155552571827284,16.125187787396145,0.0,0.0,14.29792327,14.29792327,0.0,0.0 
 03/01  18:45:00,2.375,,19.14600970572489,16.120488924548199,0.0,0.0,14.29792327,14.29792327,0.0,0.0 
 03/01  18:46:00,2.33,,19.135995096171535,16.1158200835857,0.0,0.0,14.29792327,14.29792327,0.0,0.0 
 03/01  18:47:00,2.285,,19.125570701585909,16.111179943168044,0.0,0.0,14.29792327,14.29792327,0.0,0.0 
 03/01  18:48:00,2.24,,19.114790238010497,16.106567251759416,0.0,0.0,14.29792327,14.29792327,0.0,0.0 
 03/01  18:49:00,2.195,,19.10370007741691,16.101980823084923,0.0,0.0,14.29792327,14.29792327,0.0,0.0 
 03/01  18:50:00,2.15,,19.09234070105665,16.09741953016323,0.0,0.0,14.29792327,14.29792327,0.0,0.0 
 03/01  18:51:00,2.105,,19.080747789135299,16.09288229834557,0.0,0.0,14.29792327,14.29792327,0.0,0.0 
 03/01  18:52:00,2.06,,19.068952919939954,16.088368098055257,0.0,0.0,14.29792327,14.29792327,0.0,0.0 
 03/01  18:53:00,2.015,,19.056984050139524,16.083875938001815,0.0,0.0,14.29792327,14.29792327,0.0,0.0 
 03/01  18:54:00,1.97,,19.04486590091131,16.079404859469933,0.0,0.0,14.29792327,14.29792327,0.0,0.0 
 03/01  18:55:00,1.925,,19.03262030243963,16.074953932005287,0.0,0.0,14.29792327,14.29792327,0.0,0.0 
 03/01  18:56:00,1.88,,19.02026650985758,16.07052225055458,0.0,0.0,14.29792327,14.29792327,0.0,0.0 
 03/01  18:57:00,1.8350000000000002,,19.007821491171524,16.066108933922974,0.0,0.0,14.29792327,14.29792327,0.0,0.0 
 03/01  18:58:00,1.79,,18.995300186791,16.061713124300675,0.0,0.0,14.29792327,14.29792327,0.0,0.0 
 03/01  18:59:00,1.745,,18.98332660899994,16.057335679227167,0.0,0.0,14.29792327,14.29792327,19510.998286680904,0.0 
 03/01  19:00:00,1.7,0.0,18.97325174630439,16.05297596112321,0.0,0.0,14.29792327,14.29792327,19666.256135267064,0.0 
 03/01  19:01:00,1.7266666666666666,,18.96667098948368,16.048817003029336,0.0,0.0,10.35017739,10.35017739,19796.893905715246,0.0 
 03/01  19:02:00,1.7533333333333335,,18.964745584672206,16.044962956205123,0.0,0.0,10.35017739,10.35017739,19882.224636753253,0.0 
 03/01  19:03:00,1.78,,18.96807195308545,16.041428822332237,0.0,0.0,10.35017739,10.35017739,19907.19079255929,0.0 
 03/01  19:04:00,1.8066666666666667,,18.97679505525296,16.03818799291779,0.0,0.0,10.35017739,10.35017739,19864.05875529714,0.0 
 03/01  19:05:00,1.833333333333333,,18.990767598193839,16.035205651145878,0.0,0.0,10.35017739,10.35017739,19750.948864572896,0.0 
 03/01  19:06:00,1.86,,19.009677276416285,16.032451370663794,0.0,0.0,10.35017739,10.35017739,19569.77102498865,0.0 
 03/01  19:07:00,1.8866666666666666,,19.03240230448694,16.029899417298183,0.0,0.0,10.35017739,10.35017739,0.0,0.0 
 03/01  19:08:00,1.9133333333333334,,19.057095898995966,16.027529672800147,0.0,0.0,10.35017739,10.35017739,0.0,0.0 
 03/01  19:09:00,1.9399999999999998,,19.081869443734399,16.02532544832352,0.0,0.0,10.35017739,10.35017739,0.0,0.0 
 03/01  19:10:00,1.9666666666666668,,19.105284298194886,16.023272154489445,0.0,0.0,10.35017739,10.35017739,0.0,0.0 
 03/01  19:11:00,1.9933333333333332,,19.126473976025915,16.02135675869361,0.0,0.0,10.35017739,10.35017739,0.0,0.0 
 03/01  19:12:00,2.02,,19.14504216808863,16.01956760324746,0.0,0.0,10.35017739,10.35017739,0.0,0.0 
 03/01  19:13:00,2.0466666666666666,,19.16090224113348,16.017894308653696,0.0,0.0,10.35017739,10.35017739,0.0,0.0 
 03/01  19:14:00,2.0733333333333334,,19.17414715087586,16.016327668846839,0.0,0.0,10.35017739,10.35017739,0.0,0.0 
 03/01  19:15:00,2.0999999999999998,,19.18492185399476,16.01486051934189,0.0,0.0,10.35017739,10.35017739,0.0,0.0 
 03/01  19:16:00,2.126666666666667,,19.19341184465443,16.013485720891077,0.0,0.0,10.35017739,10.35017739,0.0,0.0 
 03/01  19:17:00,2.1533333333333335,,19.19981951824394,16.012196550812467,0.0,0.0,10.35017739,10.35017739,0.0,0.0 
 03/01  19:18:00,2.1799999999999999,,19.20434791833563,16.010986077146094,0.0,0.0,10.35017739,10.35017739,0.0,0.0 
 03/01  19:19:00,2.2066666666666667,,19.207189180201273,16.0098489557492,0.0,0.0,10.35017739,10.35017739,0.0,0.0 
 03/01  19:20:00,2.2333333333333336,,19.208520595406826,16.008780880340319,0.0,0.0,10.35017739,10.35017739,0.0,0.0 
 03/01  19:21:00,2.26,,19.208503520039245,16.007778105613473,0.0,0.0,10.35017739,10.35017739,0.0,0.0 
 03/01  19:22:00,2.286666666666666,,19.2072836387581,16.006837219200329,0.0,0.0,10.35017739,10.35017739,0.0,0.0 
 03/01  19:23:00,2.3133333333333336,,19.204993660634864,16.005955079184049,0.0,0.0,10.35017739,10.35017739,0.0,0.0 
 03/01  19:24:00,2.34,,19.201750953797125,16.005129563405,0.0,0.0,10.35017739,10.35017739,0.0,0.0 
 03/01  19:25:00,2.3666666666666664,,19.19765972852123,16.004358033363898,0.0,0.0,10.35017739,10.35017739,0.0,0.0 
 03/01  19:26:00,2.393333333333333,,19.192810886882126,16.003637704867264,0.0,0.0,10.35017739,10.35017739,0.0,0.0 
 03/01  19:27:00,2.42,,19.187288142666558,16.002965963002276,0.0,0.0,10.35017739,10.35017739,0.0,0.0 
 03/01  19:28:00,2.4466666666666669,,19.1811663668889,16.002340431348594,0.0,0.0,10.35017739,10.35017739,0.0,0.0 
 03/01  19:29:00,2.473333333333333,,19.174511427010648,16.00175894441647,0.0,0.0,10.35017739,10.35017739,0.0,0.0 
 03/01  19:30:00,2.5,,19.167380160021297,16.001219502182708,0.0,0.0,10.35017739,10.35017739,0.0,0.0 
 03/01  19:31:00,2.5266666666666666,,19.15982236417693,16.000720235638466,0.0,0.0,10.35017739,10.35017739,0.0,0.0 
 03/01  19:32:00,2.5533333333333334,,19.15189344273031,16.00025938614567,0.0,0.0,10.35017739,10.35017739,0.0,0.0 
 03/01  19:33:00,2.58,,19.143644287834275,15.999835293560299,0.0,0.0,10.35017739,10.35017739,0.0,0.0 
 03/01  19:34:00,2.6066666666666666,,19.135135207429614,15.999447014486897,0.0,0.0,10.35017739,10.35017739,0.0,0.0 
 03/01  19:35:00,2.6333333333333335,,19.126403226846266,15.999092989548878,0.0,0.0,10.35017739,10.35017739,0.0,0.0 
 03/01  19:36:00,2.6599999999999999,,19.117476037814435,15.998771558713044,0.0,0.0,10.35017739,10.35017739,0.0,0.0 
 03/01  19:37:00,2.6866666666666667,,19.108378453431948,15.998481186214648,0.0,0.0,10.35017739,10.35017739,0.0,0.0 
 03/01  19:38:00,2.7133333333333335,,19.0991339346831,15.998220500928227,0.0,0.0,10.35017739,10.35017739,0.0,0.0 
 03/01  19:39:00,2.74,,19.08976433787623,15.997988265516215,0.0,0.0,10.35017739,10.35017739,0.0,0.0 
 03/01  19:40:00,2.7666666666666668,,19.080289521937734,15.997783340621993,0.0,0.0,10.35017739,10.35017739,0.0,0.0 
 03/01  19:41:00,2.793333333333333,,19.07072723727949,15.997604662359544,0.0,0.0,10.35017739,10.35017739,0.0,0.0 
 03/01  19:42:00,2.8199999999999996,,19.06109323392435,15.997451230971443,0.0,0.0,10.35017739,10.35017739,0.0,0.0 
 03/01  19:43:00,2.8466666666666664,,19.051401456228857,15.997322105058327,0.0,0.0,10.35017739,10.35017739,0.0,0.0 
 03/01  19:44:00,2.873333333333333,,19.041664245792139,15.997216397789178,0.0,0.0,10.35017739,10.35017739,0.0,0.0 
 03/01  19:45:00,2.8999999999999996,,19.031872469564865,15.99713311710345,0.0,0.0,10.35017739,10.35017739,0.0,0.0 
 03/01  19:46:00,2.9266666666666669,,19.022038046282828,15.997071504717703,0.0,0.0,10.35017739,10.35017739,0.0,0.0 
 03/01  19:47:00,2.953333333333333,,19.012177200868547,15.997030889869479,0.0,0.0,10.35017739,10.35017739,0.0,0.0 
 03/01  19:48:00,2.98,,19.002303467913547,15.997010626497732,0.0,0.0,10.35017739,10.35017739,0.0,0.0 
 03/01  19:49:00,3.0066666666666665,,18.99242678921332,15.997010083036685,0.0,0.0,10.35017739,10.35017739,0.0,0.0 
 03/01  19:50:00,3.033333333333333,,18.98316924481402,15.997028651576115,0.0,0.0,10.35017739,10.35017739,19548.256784836434,0.0 
 03/01  19:51:00,3.0599999999999998,,18.975863407611798,15.997065760295138,0.0,0.0,10.35017739,10.35017739,19668.29663021154,0.0 
 03/01  19:52:00,3.0866666666666666,,18.97191635982155,15.9971208857875,0.0,0.0,10.35017739,10.35017739,19763.02926451112,0.0 
 03/01  19:53:00,3.113333333333333,,18.972378750144075,15.99719356597221,0.0,0.0,10.35017739,10.35017739,19814.209468028752,0.0 
 03/01  19:54:00,3.1399999999999999,,18.9778231340524,15.997283413350788,0.0,0.0,10.35017739,10.35017739,19808.213789215362,0.0 
 03/01  19:55:00,3.1666666666666667,,18.98841161908757,15.997390126803842,0.0,0.0,10.35017739,10.35017739,19737.61807027203,0.0 
 03/01  19:56:00,3.1933333333333335,,19.00402301903819,15.997513500437691,0.0,0.0,10.35017739,10.35017739,19600.320310568593,0.0 
 03/01  19:57:00,3.2199999999999999,,19.023644979745407,15.99765342686321,0.0,0.0,10.35017739,10.35017739,0.0,0.0 
 03/01  19:58:00,3.2466666666666668,,19.045491239629258,15.997809892882155,0.0,0.0,10.35017739,10.35017739,0.0,0.0 
 03/01  19:59:00,3.273333333333333,,19.067705731098806,15.997982465649985,0.0,0.0,10.35017739,10.35017739,0.0,0.0 
 03/01  20:00:00,3.3,0.0,19.088853852519184,15.998171222806829,0.0,0.0,10.35017739,10.35017739,0.0,0.0 
 03/01  20:01:00,3.273333333333333,,19.107958931664787,15.998243491661049,0.0,0.0,12.23012047,12.23012047,0.0,0.0 
 03/01  20:02:00,3.2466666666666668,,19.12452202189022,15.998123466800808,0.0,0.0,12.23012047,12.23012047,0.0,0.0 
 03/01  20:03:00,3.2199999999999999,,19.138408969698334,15.997799197804872,0.0,0.0,12.23012047,12.23012047,0.0,0.0 
 03/01  20:04:00,3.1933333333333335,,19.149691839247887,15.99728870819839,0.0,0.0,12.23012047,12.23012047,0.0,0.0 
 03/01  20:05:00,3.1666666666666667,,19.158537486751059,15.99661611748868,0.0,0.0,12.23012047,12.23012047,0.0,0.0 
 03/01  20:06:00,3.1399999999999999,,19.165147004015024,15.995802593495663,0.0,0.0,12.23012047,12.23012047,0.0,0.0 
 03/01  20:07:00,3.113333333333333,,19.169726021731568,15.994865168599965,0.0,0.0,12.23012047,12.23012047,0.0,0.0 
 03/01  20:08:00,3.0866666666666666,,19.172466588654318,15.993817836727219,0.0,0.0,12.23012047,12.23012047,0.0,0.0 
 03/01  20:09:00,3.0599999999999998,,19.17355005973393,15.99267260681028,0.0,0.0,12.23012047,12.23012047,0.0,0.0 
 03/01  20:10:00,3.033333333333333,,19.173145914263804,15.991440073794238,0.0,0.0,12.23012047,12.23012047,0.0,0.0 
 03/01  20:11:00,3.0066666666666665,,19.17140992991698,15.990129671564949,0.0,0.0,12.23012047,12.23012047,0.0,0.0 
 03/01  20:12:00,2.98,,19.16848316933826,15.988749800211864,0.0,0.0,12.23012047,12.23012047,0.0,0.0 
 03/01  20:13:00,2.953333333333333,,19.164491342673619,15.987307041545466,0.0,0.0,12.23012047,12.23012047,0.0,0.0 
 03/01  20:14:00,2.9266666666666665,,19.159545342048,15.985807904205063,0.0,0.0,12.23012047,12.23012047,0.0,0.0 
 03/01  20:15:00,2.8999999999999996,,19.153752022133494,15.98425941363447,0.0,0.0,12.23012047,12.23012047,0.0,0.0 
 03/01  20:16:00,2.873333333333333,,19.147208069011268,15.982667146425248,0.0,0.0,12.23012047,12.23012047,0.0,0.0 
 03/01  20:17:00,2.8466666666666664,,19.139999784648905,15.981035608254438,0.0,0.0,12.23012047,12.23012047,0.0,0.0 
 03/01  20:18:00,2.8199999999999996,,19.132204092349399,15.979368638901495,0.0,0.0,12.23012047,12.23012047,0.0,0.0 
 03/01  20:19:00,2.793333333333333,,19.123889669846198,15.977669625077955,0.0,0.0,12.23012047,12.23012047,0.0,0.0 
 03/01  20:20:00,2.7666666666666668,,19.115117897072808,15.975941576959196,0.0,0.0,12.23012047,12.23012047,0.0,0.0 
 03/01  20:21:00,2.74,,19.10594362366483,15.97418715596293,0.0,0.0,12.23012047,12.23012047,0.0,0.0 
 03/01  20:22:00,2.713333333333333,,19.096415822551767,15.97240869766866,0.0,0.0,12.23012047,12.23012047,0.0,0.0 
 03/01  20:23:00,2.686666666666667,,19.086578176080818,15.970608240704136,0.0,0.0,12.23012047,12.23012047,0.0,0.0 
 03/01  20:24:00,2.6599999999999999,,19.07646961295409,15.968787559124053,0.0,0.0,12.23012047,12.23012047,0.0,0.0 
 03/01  20:25:00,2.633333333333333,,19.066124802104345,15.966948194771721,0.0,0.0,12.23012047,12.23012047,0.0,0.0 
 03/01  20:26:00,2.6066666666666666,,19.0555726172867,15.965090480046938,0.0,0.0,12.23012047,12.23012047,0.0,0.0 
 03/01  20:27:00,2.58,,19.044840308270694,15.963215469005594,0.0,0.0,12.23012047,12.23012047,0.0,0.0 
 03/01  20:28:00,2.5533333333333334,,19.033952845871718,15.961324477873028,0.0,0.0,12.23012047,12.23012047,0.0,0.0 
 03/01  20:29:00,2.5266666666666666,,19.022932559862139,15.959418726459804,0.0,0.0,12.23012047,12.23012047,0.0,0.0 
 03/01  20:30:00,2.5,,19.01179920548975,15.957499221124284,0.0,0.0,12.23012047,12.23012047,0.0,0.0 
 03/01  20:31:00,2.473333333333333,,19.00057023934469,15.955566774172237,0.0,0.0,12.23012047,12.23012047,0.0,0.0 
 03/01  20:32:00,2.4466666666666669,,18.989261122394358,15.953622056294812,0.0,0.0,12.23012047,12.23012047,0.0,0.0 
 03/01  20:33:00,2.42,,18.97848418355754,15.95166563991748,0.0,0.0,12.23012047,12.23012047,19589.305051965042,0.0 
 03/01  20:34:00,2.393333333333333,,18.96959961335308,15.949698028897816,0.0,0.0,12.23012047,12.23012047,19729.046436482364,0.0 
 03/01  20:35:00,2.3666666666666664,,18.964041790129899,15.947719680725014,0.0,0.0,12.23012047,12.23012047,19844.250035575966,0.0 
 03/01  20:36:00,2.34,,18.96287861372366,15.945731025929387,0.0,0.0,12.23012047,12.23012047,19916.316688627456,0.0 
 03/01  20:37:00,2.3133333333333336,,18.966692254108179,15.943732485899199,0.0,0.0,12.23012047,12.23012047,19931.39925371451,0.0 
 03/01  20:38:00,2.2866666666666668,,18.97565102330398,15.941724488375897,0.0,0.0,12.23012047,12.23012047,19881.948904644774,0.0 
 03/01  20:39:00,2.26,,18.98963892657056,15.939707479583172,0.0,0.0,12.23012047,12.23012047,19765.783189134218,0.0 
 03/01  20:40:00,2.2333333333333336,,19.008370136648755,15.937682997841393,0.0,0.0,12.23012047,12.23012047,19584.406176740966,0.0 
 03/01  20:41:00,2.2066666666666667,,19.030760729109035,15.935651658989079,0.0,0.0,12.23012047,12.23012047,0.0,0.0 
 03/01  20:42:00,2.18,,19.0549777220732,15.933612597727614,0.0,0.0,12.23012047,12.23012047,0.0,0.0 
 03/01  20:43:00,2.1533333333333335,,19.07914210071351,15.931565889841338,0.0,0.0,12.23012047,12.23012047,0.0,0.0 
 03/01  20:44:00,2.126666666666667,,19.1018257328568,15.929512163123166,0.0,0.0,12.23012047,12.23012047,0.0,0.0 
 03/01  20:45:00,2.0999999999999998,,19.122172488413147,15.927452172464906,0.0,0.0,12.23012047,12.23012047,0.0,0.0 
 03/01  20:46:00,2.0733333333333334,,19.139791214303476,15.925387682415716,0.0,0.0,12.23012047,12.23012047,0.0,0.0 
 03/01  20:47:00,2.0466666666666666,,19.154601950222806,15.923319379119496,0.0,0.0,12.23012047,12.23012047,0.0,0.0 
 03/01  20:48:00,2.02,,19.16670084057787,15.921247416527989,0.0,0.0,12.23012047,12.23012047,0.0,0.0 
 03/01  20:49:00,1.9933333333333332,,19.176255251181688,15.919171855271579,0.0,0.0,12.23012047,12.23012047,0.0,0.0 
 03/01  20:50:00,1.9666666666666666,,19.183457089713398,15.917092830580767,0.0,0.0,12.23012047,12.23012047,0.0,0.0 
 03/01  20:51:00,1.94,,19.18851020110859,15.915010563952185,0.0,0.0,12.23012047,12.23012047,0.0,0.0 
 03/01  20:52:00,1.9133333333333334,,19.191618264300954,15.91292533346265,0.0,0.0,12.23012047,12.23012047,0.0,0.0 
 03/01  20:53:00,1.8866666666666666,,19.192975936152068,15.91083745146882,0.0,0.0,12.23012047,12.23012047,0.0,0.0 
 03/01  20:54:00,1.8599999999999999,,19.192763923810298,15.908747255777046,0.0,0.0,12.23012047,12.23012047,0.0,0.0 
 03/01  20:55:00,1.8333333333333333,,19.191147146103558,15.906654008344225,0.0,0.0,12.23012047,12.23012047,0.0,0.0 
 03/01  20:56:00,1.8066666666666667,,19.188274401465546,15.904557974097079,0.0,0.0,12.23012047,12.23012047,0.0,0.0 
 03/01  20:57:00,1.7800000000000003,,19.18427937913078,15.902459879370643,0.0,0.0,12.23012047,12.23012047,0.0,0.0 
 03/01  20:58:00,1.7533333333333332,,19.179281861758104,15.900360484726399,0.0,0.0,12.23012047,12.23012047,0.0,0.0 
 03/01  20:59:00,1.7266666666666669,,19.173389546575334,15.898261529376239,0.0,0.0,12.23012047,12.23012047,0.0,0.0 
 03/01  21:00:00,1.7,0.0,19.166697751795249,15.896163627365404,0.0,0.0,12.23012047,12.23012047,0.0,0.0 
 03/01  21:01:00,1.69,,19.159284079273843,15.895117222646077,0.0,0.0,14.0565455,14.0565455,0.0,0.0 
 03/01  21:02:00,1.68,,19.151223527399244,15.894687790652798,0.0,0.0,14.0565455,14.0565455,0.0,0.0 
 03/01  21:03:00,1.67,,19.142598575018384,15.89437620640136,0.0,0.0,14.0565455,14.0565455,0.0,0.0 
 03/01  21:04:00,1.66,,19.133482763955528,15.89394645315353,0.0,0.0,14.0565455,14.0565455,0.0,0.0 
 03/01  21:05:00,1.65,,19.1239392753209,15.893349058839089,0.0,0.0,14.0565455,14.0565455,0.0,0.0 
 03/01  21:06:00,1.6400000000000002,,19.1140227653632,15.892605410453987,0.0,0.0,14.0565455,14.0565455,0.0,0.0 
 03/01  21:07:00,1.63,,19.103781248672339,15.891746213590848,0.0,0.0,14.0565455,14.0565455,0.0,0.0 
 03/01  21:08:00,1.62,,19.093257319495966,15.890793642269916,0.0,0.0,14.0565455,14.0565455,0.0,0.0 
 03/01  21:09:00,1.6099999999999999,,19.08248888460187,15.88976171116459,0.0,0.0,14.0565455,14.0565455,0.0,0.0 
 03/01  21:10:00,1.6,,19.071509669095329,15.888660082658637,0.0,0.0,14.0565455,14.0565455,0.0,0.0 
